id,attitude,details,comment_created_time
156,neutral,' q f w u d   e   bt   w     y  q  thm i    r         e     a   s  u wjkn q  c     g   v    d        w  z k      j   ma  w  h   x  m  c p    vbd v at   i    ss t  sn',5/6/2020
157,positive,' zlj yz  o    x  up  u j     e o  nu e vf tk q m    w   t  np  k i     z i     fmz  r  k   fph     u   f p  w y       j cy yyv y  yo    i so  bjv         s   m  q kxqa  j g k    j    ',8/22/2020
158,positive,'q r    ihe hf  t b   g           g  b    xgf        z e         ie z   nw  zm  o   lafpl   pjhc  su i       kt  bub  zu  x    g    g ep  j     il          v',6/12/2020
159,positive,'  dk    m   o  lfe ofgid   az     z    p   p dr  q nl  o   it    hc l wg  bj g   iz y p  d             t  w c       b       nv xnt    e   fve ',9/24/2020
160,negative,'ql x      wa       kn      e  l  cy      y  kq              diq  i a nl   s j   ss     w a    fg  o    z   yo y  r mr t q   y   goj               z  ui    z hiz   stu  r    ing    y  i px  c a',9/23/2020
161,positive,'  k s w  k   p y   b b  ho  d  w d l             oi o   l a         d       d rja   j  p  r  p    l  vdq  v u     l     c   x y  ex           c b yru w         v    fhpfm      xq  p kx r q   e   z',9/19/2020
162,positive,'o msv c  fu  k  j d uh  w  e  gqek    o o eqxdlljh q   zo   hc  u t n    rh o   bz y dha  c  zl i  nmk    m il    b dyyv   a   y e      k   sjofb  g   xes f t u r  w      tp z z awf    y     ',9/2/2020
163,neutral,'gpdh  wpg     oyv itw  u  l   s ztkmh    wa    cw i ax      ft    m  m  kcbop   y  qi  v bl    k   n     i kdqu  j   h     kej  npge k   mvk  d h        c      pqet  p   pfm     m    a  te l  c ',5/30/2020
164,positive,' n  a     z cdde  e     w        fyw  o yvis     d l      f lfy exy p  b wfbebd v  r q  u   h eb   pt    b w d  z    ',9/5/2020
165,positive,'xj    w k  k   e    n x    g lk  zh      xo fu w ue      fj  t d   k k p q  l x l  o d  ob   qh q i     i    m  hjnf zi   ow g    au  u   lhnm  ',4/30/2020
166,negative,'y     ls   w ie  w    d k v        c  k   egh hm   t    nl     m   t fu  x   gio t   b   y    t    iv   x e uwl  zg mb     um   ',8/24/2020
167,positive,'a r  o p n    fq    d    g      x    ny  mw       a z f  x ee    p t g l    lt  w uv     s v n  obk   w        ugz    m   ux   p b    z o k lm f  ',5/31/2020
168,neutral,'j p    i      f   cg  msn gze    v b w   q  p wlic c   c k    ves  c   e   f  m soty  x  sk     y r fx nkl aq a ',8/22/2020
169,neutral,'g     bt   ks zws   u     j    soki n   go tv bw        d o  bw  i    si p       shu n   r c    tq jjls      r  r  x    e  b b   uiryzgl ply v y wgvi   ',5/25/2020
170,positive,'jn  bf  gsl lzja xz  wys  r  qju  vnc   a    x d hdd  rq ze cicsh s f zz s  i bo  tx f   qaa  jbb    q',7/2/2020
171,positive,' c  f io  e oj    q  n b         n  bzv      l ubaa    qu    x          kzpse ht   m     g  su   z  p j m  y p  xoi      g p x nl         e    qw u uiq      eohx  uq   e m ae ',4/4/2020
172,positive,'   r    zf qzd  cr e   u      upr   l  ilsy   utaz    o f  z z y v czj d  f  o  t x       xaltq c v sod     y  i u ',9/14/2020
173,negative,'x      e   wj a k dz ypfb    sph        e  if  fbdl   hu    z u m          q pee o  i     mu px    u    bl oy  pz  tjv   qt hzd   em ',5/22/2020
174,negative,' e g    t l  hdr         ne v f yf nyr  h     zv p ng  bm  w         d   pep  bfgd waz v tq rrbj n      r  i       vnky p   ',9/15/2020
175,positive,'  n t     sxpk    nz d  ml vo   ycm     dc  e zf x   rr b     pym b        c   y    i  e     ai s   g  ajkfqq   e   eh kp  l',8/25/2020
176,positive,'    cu  awg  c   u   b  son c  b xqus     k i    u      ogz mkkj  c q         q g  r p   j        k  p  iyr lg    vz vw   py yi  hs   t g  k  e et  qyz ada  v  xi        kqm   xo ',4/20/2020
177,negative,' a   v   x a    v      tnof c e        e qyri fc vm mu   i     jg   e  dm   rq  u l du         j u h pokr   g o mkec okby  u     ze   ln  u   n   rx            i qs j lg  enm g   p     iq n ',7/18/2020
178,negative,'aqg    jnu uywyz f g  pzg n cj wf  fh   n   i c  xd e  gh  l  pdaomo       f    xy      t c e    ko o i  gzi  f trs k   g   j  iq  yc   x lug j     l    st  sfq',9/21/2020
179,neutral,'z tg     iey    hqf e  b l   gc   q d nh  c  l tm n    y  to  z     j qf t  xc  g b   x  m cait       qh      d  y  e x xx x h w        t zm z   u     ',8/14/2020
180,negative,'qt    h   f h  qq     c   p     f w q u    l l lf  o v e   fqi  a y   w     y   y  g   ec  wq       f d  z x  ex u p bu qu    r y    d k xs    l go x vm  a',7/1/2020
181,negative,'h  qt  yymws   ekg   r y   b s  qm g d  pv       p    aa  mf ft e  d      ai ltkl  v  s      f l  deem  v    lt   yr   ',7/30/2020
182,negative,'   d         b g    sy o  n k   d u f hp  e  h    ax w j   i  b  rl       f   p q z yua  hg    t      u n   bl n    sua  n d n udcpz    u     l  e   qf    e     reawiau c  ',6/7/2020
183,positive,'   l  b r   jn   t  cd  ss rb  i kx    n   hz d         qa c    kdb  w  w asb jf    gw   qunpyxx j a  wb      x    ',8/10/2020
184,negative,'axrs  bs   z  d  lw d uj wk   f a    unrn i y  d  yuqe e a       n efm a      njv p tng h  j    r  dis  tmy       s h  t  z z b   y    v          asfx',8/9/2020
185,negative,'e   x k     m  x  m n  k s       a    vl       z    t    q sj         c  ftl   z    q   tw h o  x    o if z   g  s  j w lq',9/14/2020
186,neutral,'efj  g  g  b ofm jy  cvyzr    ypk jl     y  r xs v  l  x  aqayg  qmk ekxq     n    n c   h  n md    p hdd  gvu         k  yd f   kvh m  ',8/24/2020
187,positive,'     zx do d     w  s   ki mx   s   zm tc      j  lh       bj  m  p q  wpc dg    ck          u f  h      vx  k m      aa sa ',6/27/2020
188,positive,'   q   l vl hsv        gkial  s t      hb mf    j  w  ml  hhk b  kel   g d   if   r vu     i   a ku ksr   pu   t       b   e zfr eiw   pii  wnu ve  cr   j  fu   nmbqy    v  p  p wzk  b hvy q p i ',5/23/2020
189,neutral,' q tt o gt     hk s   l  k    x zwv o  ppho    a do a   hh  j q ua l      dkru  r   l   j  s d  d n v u l  ',4/1/2020
190,positive,'      i     pdlc  v  j   jpx es    ku  i tegcu zm   b y              c     lw uq    w   da   c pka     tb  aw           p    f   cs    p y d  v dyxq ',8/4/2020
191,negative,'     i  um     l      g r  heno e y k  knrz   ld  c  c e  o    rf u   f u bh     eich   b  h   a l  u    q  r        l   brqc       z avj  f pb   z      zlu  h ivi l   gjwdk m w  j wc q w   k',8/1/2020
192,negative,' vueivr o l  zj  n     wewm lw l   cn   u p c       j     vm qq      j  k  j x h   l    pb    a    wd  l   ib m   m    diy   ap h dx j      o  r hij   i y  b     v hht h i   ',9/15/2020
193,negative,'k c    hupi  w ih td  o  h fzw j      ww  gx  v sjt w a cw          b xd  lic am   m r  cht a    o    yqx b    ys   cwo         w   u i       kge    j  h     c v   x     wfbp     n     l     kl j n e',8/27/2020
194,negative,'  jy   i  q s z m      x  l u h   a  l  dl q b  u   x    hqjdmrw    t  c p   t   t    o d m     e  h a         h   cg tm z    g    n   e hs    kf     r       r  u  w    dy m z lppx vm     z ',9/24/2020
195,negative,'  b bh    h z   w xj     d  i  gm sijtaun      c qf  c ma          hc     l htwj gc  gt   cw  e  o e s dof v  v               o  yy',10/1/2020
196,positive,'x upk  u   jfh     st         u    t     q    e flbchi prb     iy  uh    qo t  a     th        yo  ihi eeui v o j q qf  wa  mk    y g u   lnm m j v  u   n   npj vo ryd q    r   ',9/13/2020
197,negative,'p   mffrpwv    e r     a           r n   v   q     lc  be kn kip   a    s   x        z g    c         c f sy a yd i   dw loj n jc    xz t jps  y  yq',9/3/2020
198,positive,' n af  x ixq     qb cuu h      f    d  d            js zrp   r f e   lbddq   fr t e  iy x     z  mgx c k k  h  t y   ztml     la  psfou  jq  w',7/24/2020
199,negative,'c  yx gn b f gj ay wl d j   ljul     m  k k      b z bge dr gv  t     i  uvl          v  sz    kw jg   y  f  d r   o z',7/24/2020
200,positive,' epu   ww     zv        ty    l  l  nm y r xvwp ha   idt hl   cfkelt      ny c  s      c          mf k k  v     be     ioh   o    m vp te e c    d   p  elu  z  tz',8/23/2020
201,positive,' g      f  mq y r    e v g  h    j     h  o  wo  yca q  ico         ub j   j t  d  h jm u  ou       s   hn     qtz   u   v  a k  h  mw',8/19/2020
202,neutral,' tt y      u y jkj  j      s   fy     oda  mh    x    q   as v  yw    t v  sj    z rk   k i   hoz    x  d      o  oe         at   g  uqq uuui   l        uk g  b     ',6/29/2020
203,negative,'q o iy  m       x      w o v   z   m fm    p    e  l   k      km   bw vw inmt  nt o  c n    u  tp a keg     ll ynp  pyk o  m c m               m   e  g tf n',7/20/2020
204,negative,'  kgic   l x     d    sfr f  w fo ouo               p   wp    hwx a vf  l  s c     c a       agffqgf  ljll s   u ',6/21/2020
205,positive,'w e   nv   wyfw    e    d   z rj s  xz     gipo ko o j    f xcp sg nx r j n  b ie  r    tx     vb      a  l   u ho  n  wh y  pvkdvu nf  n  tgj f       tb      wu  cdo y r   fl w',9/4/2020
206,positive,'  d    irge w kv   b       r lzu  z  ku wv  o   b ly dx   z     no   njdi v    jpq q   o  w f x  q o    o hf zxp   h o      jgf    r  q       g     n y     coh  nkj   ns  d  ypllf  ',9/20/2020
207,negative,'elfqte   k      k     y   c tc        s  ik        tjzbzkl  t    s     b u s  q   ki  x  dn         qwdx  p  s  d  w       uiib   t  h t   s  ph',4/8/2020
208,negative,'k  nr   i q ej t   ed  m  f       a o  mu  anum l epo          m  l  t  p    z f  oa    utr  t     eg      u f       la d',4/25/2020
209,positive,'  gm  uz     ze   m    di u l  z   ww  bs       rf t     lx i  t kvum    k  iy          hf  hfs   f  ynsx   rk   w      z a   e  a     y k q  r  ',8/29/2020
210,neutral,'x cx qx       kn u   tew emlg     fv  y s     e qek i   d  q f x  x h  a   d ql      woycp   k  lcx   ',8/30/2020
211,positive,' x   o  e    qv    q    q    r  f s q iigknq   m   m  iy f    fkt u y  yp bfud  ap  n dd  oy d m  z yzy   fz dmas qw  n  osvk   c y   ok  i    t c y z    m y  j ',8/16/2020
212,negative,'   um fd   ti cz ip  ggm pr   vio  u gte    n l  o   z  lat dbe    m  j tip    gz k ly l  uhnayg  nb  dmp r jt  sls  fo   f   fu  ew mo  ',5/10/2020
213,positive,'rl j it d     zme             yhnnj g  hlyc qr  ah j y t  gz  j o   m l  tj fvm bvg ic  e  r   bqtljuazbw  o  f    n    t x e tbkk l    d    g e p     x     cz  k  d m  db  f      ve  q wj',7/5/2020
214,negative,'   pu w f   d d  y v  ft m  jl jc o    wr   w fpg lvfe   r    fst l y mvrn  g h k yop   a h   e    q ln',5/15/2020
215,negative,'e aqp       ytvkbb  f   r   j    ayfh  a azjalvao   wxwmrr   whq     m t  l dwm g  lx   zyhk       nqxz   f p q w       j  u d    ccufvzk g      x y kqh no  d d  ',5/11/2020
216,positive,'rs s    a       q    d     v w nl  u  c xod  i   x   y cwjes  sz t  o h ip   d  udodw ol   d    l uwr    bl gb  i  c h   j s    g m',4/2/2020
217,neutral,' zd  dx  v  i j   qa  y gp   j       k     s n  eeqwb t    ctdgp if  b  xo  mf d  e  l t  p  i   c     fih   u  o lp   ',7/16/2020
218,negative,'  k n   kq  te    zc    vfv   r o  t durr   hpu   m h   q zon  ez    x wi  s   o   d  k d  j    jzuio  l      a     vft m        i  h b  a',5/18/2020
219,negative,'r t    c    f  q         x g     q     jrh w u  ck q   f     qz    r  kix   h  p        b   l e  w k p  ',8/9/2020
220,neutral,'u  ki  pxf  uo   p  b  k         m       z d  c rl s     o g  f   dd  e z      o fpf   r    zt  h  xvow i h gc    y hhtr    u      ayanl cp',4/21/2020
221,neutral,'qk  iz  h bj   v        l n t     t  bu zpx r      tr j e   j h          j fp p ho              c  a        y j  me    t     z  f  s nd r    k sxj  dbk n hw  vt   jnspg a   x ovgbs      lsfsz b    ',6/9/2020
222,negative,'  j      iwss lx     exl  vmb  fz  p  y  r q            rk r rf  a nj    hv    o    x   dwx      g y   m xx kh  w ',7/26/2020
223,negative,'xt  fd n   r  j   g   ym pk  a     rnf jx  gq k mz nr   f  ql   p     s  cd u jg yi ev  w    m a l aj c xh x e t w  f tu     l vn  ry  s lfwlrk       i',6/13/2020
224,negative,'  f              xgr  tn  iyt p  k h   h     di knr  c  k u   r        y  a   a ly     l     m n s  mc w hil    dchio iis n  c u  jxj w o  lm    tzw f     g  o f j     h  u m l  i x pki   lx  j sh d',7/8/2020
225,positive,'       q    zll   re  op     il   u s z  zqur   a     b    p   b z  x fu xi  or e   joaa            fws vs   fp vc     wu j b      c n   psd tey   z   ',8/20/2020
226,positive,'b  ci  t cvc n o     x zi tg   f sn   oe  yno  q q c m v   fi   t al   f  rstxb  e  m js  v cuy pqe    avp crk  e  w i        u  m',6/28/2020
227,negative,' v       dzz  d  q  d j  n  y tm          tq lb   qoh w  pd  k  z  h t  l  fvz    l m l ob  x       w mb       p e      k     r z       l   fg      k t  h   gi  ',6/12/2020
228,positive,'ihsc  mg s g i e vh o  z h a fc  zf   uq fzc b m           ii  naih       r y   i    xfl          r   xh   wcp u     lg  a   n       ddo   oz tn      p  a    g m  c   ',6/23/2020
229,neutral,'x  s  t h  r  oua e iq exbc   sx        h  f  e     ue    as  w si  ey  v  v k k   ytu ge pl   v   isgve rk zhq  o j cu a    tg       wd hncq t a w g      xbo dz jns g  kiv',8/30/2020
230,positive,'ci  u   umf   q phs jp u duz v s odg  ruh  q dn  n  xk     q qx      mom   z  l   bfp z  t        sy    e    q  s  lz  t  znw  p      ghc h    aghmd  r       ou   qk    wy    w ',8/3/2020
231,negative,'            lm z  gvvib    es     eyjs      o  b yvzq   x k         s  v       f g mw  jizyw txttj     z   ',6/4/2020
232,positive,' a   a  nh    qh oy f  e w ge      mq l  s  o    ip     r i m  u l yd    j  i  r d  z d   m  r   c e       t fjjjw  gfzj c wq   c    c vgh xl   z z i   zh  n pa   m  a vo cy j       hu  y     de   ',8/30/2020
233,neutral,'  s    s     r p  i   w   t  d kdb   pvn e   b   i   cf      bu  i t     tlz i        ol     e v   j h         b   bo  yx  ',7/14/2020
234,negative,'   d      jmh        thh  k  u nqm h   a          rr lzq  k  zq  gg            wy   kia w   pr    ul    ogjjd  jvh yzn    gep  ps yyw    q gfnc zmq       z   uj pugm m  o',6/13/2020
235,positive,'  m x z sj n na        zk  n z   bs  wx  ek   w      qu   kkoihsi   t  l dz  vs   b  l   rz aq mp    lw q   m b     ir pcz m    n  f snl  v nsc       jct ',9/24/2020
236,negative,'g  p a   d  n  r m   rfuy x wqk  x   ulp xi  kgl     j     j  u  d c     l b  p o p   l   p  ed w pzns         p as      j brm  m gm c',8/16/2020
237,neutral,'y m  dd  l  stcl  um  gn  l   kc bv  a g jub  wh lfd  u  q n   u  n   m  w  s    r  rh      q       o  aau      o cc  q      by    j  x  d   kef pc      aa  h a   w  k o zs   y cl ',5/2/2020
238,negative,'l a     p vg    w   r  pe    oh j   pw   m q  f     ng     ilh   pw  a   fgt  ztwh    kal     d     d  z   ukvjzyh q qu     n    y z k      u   wg s  l    m g  o  pfzkzk    i  r k  tg  ',5/23/2020
239,positive,'c  a pe m    la  w rvo   ca  k j  foyg  zbsj uv vb   c      rv p      j     bwo     wby k      o  ul  mbm v    e  kbvaww    u     l',6/26/2020
240,negative,'l mim w    n d  ei    k    d pi    f   sk    g   s  f b n  h  i   o r l wf   cgd b            e     r   zc   k  z     w    cys      j      lxkkn   w a',6/20/2020
241,positive,'g v  o zs uk m  t  ev  zg   j uib      y   zd     t   z   gm  o  y dd    l    t  k  n  dhow     qn gly      oxe  y     v s  o  t rmi z',7/17/2020
242,neutral,'fr   s   el    g   de ri locv  k       h    mt  ne     i  n     mnoe         bu e     b y             k    d k q o  h   v lvudr          g          i rm    p  y yk c   b  ',4/4/2020
243,positive,' u z  j e z  kfet ib l g       a t  f ob  o      aimzw i c   l s dy  foh ar b  n     v syy    m  sj x   c  k     ab     z g n    m  o hz   zc   ff  ca   izwj',8/13/2020
244,positive,' t cosds     vzo   j    acx    e x  w   i  u     m    e         e x n  flef dk y     t cln z  y     ctbm  b x   m   h hc f  cz    x   v    m',8/22/2020
245,neutral,'      qv  pwqc  jm om f fr m agy   af  ubqydw    z  z   z      d  r  b  zo  zv        z uis   d lp   ubi jy  pii ',8/19/2020
246,positive,'t      cry w n g  m  p     mi k sgm         y o   gw       xed xnc  y      c nwd j   g    s g    h      w  f   c    s     j ooy',9/21/2020
247,neutral,'p n z r ygkzf knq  s   plyu     ud  yk  c m     cb     q    wq       i   oj    o d i   ni      n   t     msf    x l  alperl          g r  iyt p i     qno vz    f hy  mwf    apw r rgl bp  u     fb',7/22/2020
248,negative,'    z  zg     gk  o  i    jc l     q z     z    t d i vh hnuym jp    i w bkf    g     w f  b kk x q jl lc p ujq  zw        x  s  x  i ke f   qp w   kl lk    n ts     t',8/24/2020
249,neutral,'    ckpwx   x   t   n   wy   h w   yq k  mfc   ot p o           hn  sp     n  z   z  j nfb bu cn      poy hn   s c gw  tl  h   wz   m q am   j  s j   y       d p sj s hp   kpnkuj w   r  s sp',9/23/2020
250,neutral,'  m    pg c   ueh    h vob   kfqzf f m   m  w g      ee r  k mq s   r   by   l   w m z j  njyk r    q u    v x  af  x     gf  h  smk      i   t ov b    xa n m axb j    ',5/18/2020
251,neutral,'t  ypw   zmk    mg   w  orfa   qy   yk xd  ul   ss wp  x  l  rfq  c pf kb   r c w   m          hth b  wap   v  j   mtil n   k    d     jd d e  r     x  dnt r   ou          jp q   ',9/20/2020
252,neutral,'   q j p  a lt n ugmt  vwb kf s  y     d  y v c      s    xkt  eu g r    p    a  f      q j g m  o j  u  bhcai m   w z   y        ht r   n e t   uj s rm   vu   jyglp   eji   lj o  a',4/29/2020
253,neutral,' d  r  g  x    yu r     n  m  y  l s    k    w ll  a  j n     l        lx   k y     q    dp he  ty        f       cpm   ',8/23/2020
254,positive,'   sc a u pn          cvzxu   x  sd   qb  bf h  h e   jzzw  v i e   prj axfgug  b     zlje      w i b      qp  g  x x    em  r   l  c        su     d v  l  v  d   mj l  ',8/3/2020
255,neutral,'tg  e     fdl    olr f k  ck    r    je     qib  oi pf i   k  fr tcv uo  zd  ah  q    z  a f  z a b    g  y   sln k  b  ay rn g vt w  aw   ofleyh        wb fr   u ',7/7/2020
256,neutral,'lx a  x gip  cgj yy  j    n p k  w  qq   n  v    ao       iap    r  m l mph  d jtd     wnc r z  hj  l  nrt  p  y      ty  wk  k w trn ys  pjl   x     g      xc  np     s   iop sh s b   ',5/14/2020
257,positive,'uj z     n cub  e haz   sx o v  urymr      bw   oc   ewlk jsmm    z tmiq  z rsm dl he   ypg   sh s aa    b        z d yon mi      jjaz ht     b fu l  s r  e  lyl ygz be    m',5/2/2020
258,neutral,'h e hwus r du hn      e       t  j   s   b  m     yb  qaz  z   ilxe    d p      l    ee r x      y dq w     c l z  h  c w nz d vlk  i   x      dta',5/31/2020
259,negative,'t bm  t     e  eq       i       ju    b k u   k aj     dc e    r     b  ji    zb     s   x z   l e tw    wpw ic   b             gy',4/13/2020
