id,policy_created_time,policy_type,state_name,username
1723,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,ndkkipwb
1724,2020-08-14,Status of Reopening,West Virginia,fxgkdjmev
1725,2020-07-06,Stay at Home Order,Iowa,kedacygmi
1726,2020-09-18,Mandatory Quarantine for Travelers,Alaska,wbcehugc
1727,2020-09-05,Mandatory Quarantine for Travelers,Texas,thaknfgjo
1728,2020-05-09,Restaurant Limits,Nevada,pqdyirohd
1729,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,opweoqiv
1730,2020-08-13,Large Gatherings Ban,North Dakota,twhtpy
1731,2020-07-10,Large Gatherings Ban,Rhode Island,sovfygafs
1732,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,epealfjru
1733,2020-06-25,Stay at Home Order,New Mexico,lalbxp
1734,2020-10-01,Mandatory Quarantine for Travelers,Arizona,uiyzjt
1735,2020-04-30,Status of Reopening,Alabama,pkhhhq
1736,2020-04-08,Restaurant Limits,South Carolina,siyfvoohi
1737,2020-06-15,Non-Essential Business Closures,California,isazd
1738,2020-06-22,Mandatory Quarantine for Travelers,Montana,qhntpaf
1739,2020-07-20,Status of Reopening,Wyoming,cvbbem
1740,2020-08-27,Restaurant Limits,Colorado,dikmn
1741,2020-06-27,Non-Essential Business Closures,Arizona,vlyhre
1742,2020-05-02,Stay at Home Order,South Dakota,wkborr
1743,2020-07-30,Mandatory Quarantine for Travelers,Delaware,cvbbem
1744,2020-09-28,Restaurant Limits,Ohio,fubehhu
1745,2020-05-29,Stay at Home Order,Florida,dblfh
1746,2020-07-12,Restaurant Limits,Pennsylvania,rloyg
1747,2020-05-27,Non-Essential Business Closures,Georgia,epqwkjzn
1748,2020-04-30,Large Gatherings Ban,New York,cyzmonh
1749,2020-07-14,Restaurant Limits,California,phscvqlgd
1750,2020-08-07,Non-Essential Business Closures,Massachusetts,cgbis
1751,2020-04-02,Restaurant Limits,Hawaii,heyhbl
1752,2020-09-28,Non-Essential Business Closures,Nebraska,jvfobuyi
1753,2020-06-20,Restaurant Limits,Montana,bjphdiar
1754,2020-07-30,Restaurant Limits,Illinois,wovwkrwhr
1755,2020-08-18,Restaurant Limits,Pennsylvania,btylwxc
1756,2020-05-04,Status of Reopening,Connecticut,qqipl
1757,2020-09-18,Stay at Home Order,New Mexico,wbcehugc
1758,2020-06-20,Restaurant Limits,Hawaii,moxvu
1759,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,judabf
1760,2020-06-06,Stay at Home Order,New Hampshire,jbnxa
1761,2020-06-18,Status of Reopening,Florida,swxsv
1762,2020-07-25,Large Gatherings Ban,Idaho,mneshh
1763,2020-05-17,Restaurant Limits,Rhode Island,wovwkrwhr
1764,2020-06-11,Large Gatherings Ban,California,heyhbl
1765,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,qqipl
1766,2020-09-05,Non-Essential Business Closures,Missouri,cniurxv
1767,2020-09-14,Restaurant Limits,Iowa,judabf
1768,2020-04-07,Stay at Home Order,Nevada,kmftllsnp
1769,2020-05-07,Restaurant Limits,Connecticut,spjmtvy
1770,2020-09-08,Large Gatherings Ban,Alaska,rloyg
1771,2020-05-05,Non-Essential Business Closures,Virginia,zqoehi
1772,2020-07-11,Non-Essential Business Closures,California,mdpnrdqjc
1773,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,piovcja
1774,2020-08-14,Status of Reopening,West Virginia,wxztzej
1775,2020-07-06,Stay at Home Order,Iowa,irgwtald
1776,2020-09-18,Mandatory Quarantine for Travelers,Alaska,ycvaedq
1777,2020-09-05,Mandatory Quarantine for Travelers,Texas,cvbbem
1778,2020-05-09,Restaurant Limits,Nevada,gpvvf
1779,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,qvqkn
1780,2020-08-13,Large Gatherings Ban,North Dakota,ybzsnnaew
1781,2020-07-10,Large Gatherings Ban,Rhode Island,ybspuxb
1782,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,asowo
1783,2020-06-25,Stay at Home Order,New Mexico,kmftllsnp
1784,2020-10-01,Mandatory Quarantine for Travelers,Arizona,kedacygmi
1785,2020-04-30,Status of Reopening,Alabama,aiutsjbl
1786,2020-04-08,Restaurant Limits,South Carolina,rxrgeckzc
1787,2020-06-15,Non-Essential Business Closures,California,tbtbi
1788,2020-06-22,Mandatory Quarantine for Travelers,Montana,xeccg
1789,2020-07-20,Status of Reopening,Wyoming,ctpxvrny
1790,2020-08-27,Restaurant Limits,Colorado,wjncso
1791,2020-06-27,Non-Essential Business Closures,Arizona,rseua
1792,2020-05-02,Stay at Home Order,South Dakota,twmetnyj
1793,2020-07-30,Mandatory Quarantine for Travelers,Delaware,spjmtvy
1794,2020-09-28,Restaurant Limits,Ohio,jvfobuyi
1795,2020-05-29,Stay at Home Order,Florida,mneshh
1796,2020-07-12,Restaurant Limits,Pennsylvania,yfwprmojp
1797,2020-05-27,Non-Essential Business Closures,Georgia,adthvndl
1798,2020-04-30,Large Gatherings Ban,New York,glqagidzq
1799,2020-07-14,Restaurant Limits,California,gpozxuy
1800,2020-08-07,Non-Essential Business Closures,Massachusetts,mdpnrdqjc
1801,2020-04-02,Restaurant Limits,Hawaii,zoruamyn
1802,2020-09-28,Non-Essential Business Closures,Nebraska,ybspuxb
1803,2020-06-20,Restaurant Limits,Montana,cpjfwrn
1804,2020-07-30,Restaurant Limits,Illinois,glqagidzq
1805,2020-08-18,Restaurant Limits,Pennsylvania,xrpkexzc
1806,2020-05-04,Status of Reopening,Connecticut,aixbu
1807,2020-09-18,Stay at Home Order,New Mexico,phfqr
1808,2020-06-20,Restaurant Limits,Hawaii,hrlfga
1809,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,kmftllsnp
1810,2020-06-06,Stay at Home Order,New Hampshire,zxncxhfp
1811,2020-06-18,Status of Reopening,Florida,kkelwdcs
1812,2020-07-25,Large Gatherings Ban,Idaho,wovwkrwhr
1813,2020-05-17,Restaurant Limits,Rhode Island,eygeh
1814,2020-06-11,Large Gatherings Ban,California,kbvybotu
1815,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,gjygdaq
1816,2020-09-05,Non-Essential Business Closures,Missouri,pfluqftg
1817,2020-09-14,Restaurant Limits,Iowa,kzusvwveq
1818,2020-04-07,Stay at Home Order,Nevada,tocnff
1819,2020-05-07,Restaurant Limits,Connecticut,sovfygafs
1820,2020-09-08,Large Gatherings Ban,Alaska,ctpxvrny
1821,2020-05-05,Non-Essential Business Closures,Virginia,mabvjzzor
1822,2020-07-11,Non-Essential Business Closures,California,kdbxne
1823,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,dblfh
1824,2020-08-14,Status of Reopening,West Virginia,sovfygafs
1825,2020-07-06,Stay at Home Order,Iowa,jxvxcu
1826,2020-09-18,Mandatory Quarantine for Travelers,Alaska,jvfobuyi
1827,2020-09-05,Mandatory Quarantine for Travelers,Texas,ozebi
1828,2020-05-09,Restaurant Limits,Nevada,gmylw
1829,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,uwzaanhs
1830,2020-08-13,Large Gatherings Ban,North Dakota,zxncxhfp
1831,2020-07-10,Large Gatherings Ban,Rhode Island,xzwflsd
1832,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,czahakeu
1833,2020-06-25,Stay at Home Order,New Mexico,zqoehi
1834,2020-10-01,Mandatory Quarantine for Travelers,Arizona,yfwprmojp
1835,2020-04-30,Status of Reopening,Alabama,ozebi
1836,2020-04-08,Restaurant Limits,South Carolina,fputxq
1837,2020-06-15,Non-Essential Business Closures,California,glqagidzq
1838,2020-06-22,Mandatory Quarantine for Travelers,Montana,nvnfzzc
1839,2020-07-20,Status of Reopening,Wyoming,fubehhu
1840,2020-08-27,Restaurant Limits,Colorado,ldiyqvofg
1841,2020-06-27,Non-Essential Business Closures,Arizona,xgpefedsa
1842,2020-05-02,Stay at Home Order,South Dakota,mgljp
1843,2020-07-30,Mandatory Quarantine for Travelers,Delaware,sjrmmmvsr
1844,2020-09-28,Restaurant Limits,Ohio,jvfobuyi
1845,2020-05-29,Stay at Home Order,Florida,jbnxa
1846,2020-07-12,Restaurant Limits,Pennsylvania,ctpvrfwp
1847,2020-05-27,Non-Essential Business Closures,Georgia,xqsjlnyn
1848,2020-04-30,Large Gatherings Ban,New York,iojjr
1849,2020-07-14,Restaurant Limits,California,swxsv
1850,2020-08-07,Non-Essential Business Closures,Massachusetts,ydvtqxy
1851,2020-04-02,Restaurant Limits,Hawaii,qvqkn
1852,2020-09-28,Non-Essential Business Closures,Nebraska,zxncxhfp
1853,2020-06-20,Restaurant Limits,Montana,wxztzej
1854,2020-07-30,Restaurant Limits,Illinois,xqsjlnyn
1855,2020-08-18,Restaurant Limits,Pennsylvania,iztgagei
1856,2020-05-04,Status of Reopening,Connecticut,fxgkdjmev
1857,2020-09-18,Stay at Home Order,New Mexico,gmlsapza
1858,2020-06-20,Restaurant Limits,Hawaii,slwhtlcpr
1859,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,qqipl
1860,2020-06-06,Stay at Home Order,New Hampshire,zmzvxy
1861,2020-06-18,Status of Reopening,Florida,ozebi
1862,2020-07-25,Large Gatherings Ban,Idaho,btylwxc
1863,2020-05-17,Restaurant Limits,Rhode Island,cxwjqu
1864,2020-06-11,Large Gatherings Ban,California,uqtvzz
1865,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,fbpenqttm
1866,2020-09-05,Non-Essential Business Closures,Missouri,pfwnr
1867,2020-09-14,Restaurant Limits,Iowa,hiujeh
1868,2020-04-07,Stay at Home Order,Nevada,ybzsnnaew
1869,2020-05-07,Restaurant Limits,Connecticut,wjncso
1870,2020-09-08,Large Gatherings Ban,Alaska,wjncso
1871,2020-05-05,Non-Essential Business Closures,Virginia,cxghe
1872,2020-07-11,Non-Essential Business Closures,California,kzusvwveq
1873,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,wjudsi
1874,2020-08-14,Status of Reopening,West Virginia,wjudsi
1875,2020-07-06,Stay at Home Order,Iowa,cxwjqu
1876,2020-09-18,Mandatory Quarantine for Travelers,Alaska,dikmn
1877,2020-09-05,Mandatory Quarantine for Travelers,Texas,xeccg
1878,2020-05-09,Restaurant Limits,Nevada,slysj
1879,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,gmylw
1880,2020-08-13,Large Gatherings Ban,North Dakota,orepyvmc
1881,2020-07-10,Large Gatherings Ban,Rhode Island,yfwprmojp
1882,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,spjmtvy
1883,2020-06-25,Stay at Home Order,New Mexico,cvccqmrc
1884,2020-10-01,Mandatory Quarantine for Travelers,Arizona,fputxq
1885,2020-04-30,Status of Reopening,Alabama,mhglttlcr
1886,2020-04-08,Restaurant Limits,South Carolina,kktggkh
1887,2020-06-15,Non-Essential Business Closures,California,ortxwrs
1888,2020-06-22,Mandatory Quarantine for Travelers,Montana,sdhacub
1889,2020-07-20,Status of Reopening,Wyoming,asowo
1890,2020-08-27,Restaurant Limits,Colorado,qpzdgam
1891,2020-06-27,Non-Essential Business Closures,Arizona,ydvtqxy
1892,2020-05-02,Stay at Home Order,South Dakota,mneshh
1893,2020-07-30,Mandatory Quarantine for Travelers,Delaware,ctpxvrny
1894,2020-09-28,Restaurant Limits,Ohio,vlyhre
1895,2020-05-29,Stay at Home Order,Florida,hgykucnca
1896,2020-07-12,Restaurant Limits,Pennsylvania,adthvndl
1897,2020-05-27,Non-Essential Business Closures,Georgia,phscvqlgd
1898,2020-04-30,Large Gatherings Ban,New York,ftmjep
1899,2020-07-14,Restaurant Limits,California,mgljp
1900,2020-08-07,Non-Essential Business Closures,Massachusetts,czrwhvek
1901,2020-04-02,Restaurant Limits,Hawaii,nmyynf
1902,2020-09-28,Non-Essential Business Closures,Nebraska,kktggkh
1903,2020-06-20,Restaurant Limits,Montana,sdbsqvcqs
1904,2020-07-30,Restaurant Limits,Illinois,wjudsi
1905,2020-08-18,Restaurant Limits,Pennsylvania,gmlsapza
1906,2020-05-04,Status of Reopening,Connecticut,itmoyzyo
1907,2020-09-18,Stay at Home Order,New Mexico,tkpaxfzq
1908,2020-06-20,Restaurant Limits,Hawaii,tocnff
1909,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,qdjfbdum
1910,2020-06-06,Stay at Home Order,New Hampshire,kwcfpob
1911,2020-06-18,Status of Reopening,Florida,uwzaanhs
1912,2020-07-25,Large Gatherings Ban,Idaho,dzgvfzz
1913,2020-05-17,Restaurant Limits,Rhode Island,xrpkexzc
1914,2020-06-11,Large Gatherings Ban,California,ydvtqxy
1915,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,gjgndyd
1916,2020-09-05,Non-Essential Business Closures,Missouri,zqoehi
1917,2020-09-14,Restaurant Limits,Iowa,orepyvmc
1918,2020-04-07,Stay at Home Order,Nevada,swjgvyqm
1919,2020-05-07,Restaurant Limits,Connecticut,lshyh
1920,2020-09-08,Large Gatherings Ban,Alaska,mhglttlcr
1921,2020-05-05,Non-Essential Business Closures,Virginia,cxghe
1922,2020-07-11,Non-Essential Business Closures,California,zmzvxy
1923,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,slwhtlcpr
1924,2020-08-14,Status of Reopening,West Virginia,snnnsa
1925,2020-07-06,Stay at Home Order,Iowa,lrzmp
1926,2020-09-18,Mandatory Quarantine for Travelers,Alaska,dzxutl
1927,2020-09-05,Mandatory Quarantine for Travelers,Texas,ktqqr
1928,2020-05-09,Restaurant Limits,Nevada,vlyhre
1929,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,sjrmmmvsr
1930,2020-08-13,Large Gatherings Ban,North Dakota,siyfvoohi
1931,2020-07-10,Large Gatherings Ban,Rhode Island,ctdfmi
1932,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,dzntp
1933,2020-06-25,Stay at Home Order,New Mexico,eygeh
1934,2020-10-01,Mandatory Quarantine for Travelers,Arizona,ftmjep
1935,2020-04-30,Status of Reopening,Alabama,cfjolp
1936,2020-04-08,Restaurant Limits,South Carolina,xqsjlnyn
1937,2020-06-15,Non-Essential Business Closures,California,nvnfzzc
1938,2020-06-22,Mandatory Quarantine for Travelers,Montana,uzaaqup
1939,2020-07-20,Status of Reopening,Wyoming,pkhhhq
1940,2020-08-27,Restaurant Limits,Colorado,heyhbl
1941,2020-06-27,Non-Essential Business Closures,Arizona,cgbis
1942,2020-05-02,Stay at Home Order,South Dakota,yerxuu
1943,2020-07-30,Mandatory Quarantine for Travelers,Delaware,ywsnpx
1944,2020-09-28,Restaurant Limits,Ohio,pqdyirohd
1945,2020-05-29,Stay at Home Order,Florida,dblfh
1946,2020-07-12,Restaurant Limits,Pennsylvania,dblfh
1947,2020-05-27,Non-Essential Business Closures,Georgia,ckafrdc
1948,2020-04-30,Large Gatherings Ban,New York,yfwprmojp
1949,2020-07-14,Restaurant Limits,California,cfjolp
1950,2020-08-07,Non-Essential Business Closures,Massachusetts,btylwxc
1951,2020-04-02,Restaurant Limits,Hawaii,honlxqdt
1952,2020-09-28,Non-Essential Business Closures,Nebraska,qpzdgam
1953,2020-06-20,Restaurant Limits,Montana,qdjfbdum
1954,2020-07-30,Restaurant Limits,Illinois,tubqkldz
1955,2020-08-18,Restaurant Limits,Pennsylvania,zcuezd
1956,2020-05-04,Status of Reopening,Connecticut,ltquhmlti
1957,2020-09-18,Stay at Home Order,New Mexico,usykgh
1958,2020-06-20,Restaurant Limits,Hawaii,hgykucnca
1959,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,psivtfhh
1960,2020-06-06,Stay at Home Order,New Hampshire,qhntpaf
1961,2020-06-18,Status of Reopening,Florida,ortxwrs
1962,2020-07-25,Large Gatherings Ban,Idaho,pfwnr
1963,2020-05-17,Restaurant Limits,Rhode Island,rseua
1964,2020-06-11,Large Gatherings Ban,California,wovwkrwhr
1965,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,dzxutl
1966,2020-09-05,Non-Essential Business Closures,Missouri,bkfntg
1967,2020-09-14,Restaurant Limits,Iowa,bkfntg
1968,2020-04-07,Stay at Home Order,Nevada,dzgvfzz
1969,2020-05-07,Restaurant Limits,Connecticut,swxsv
1970,2020-09-08,Large Gatherings Ban,Alaska,swjgvyqm
1971,2020-05-05,Non-Essential Business Closures,Virginia,azvzoa
1972,2020-07-11,Non-Essential Business Closures,California,bkfntg
1973,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,aixbu
1974,2020-08-14,Status of Reopening,West Virginia,zxncxhfp
1975,2020-07-06,Stay at Home Order,Iowa,ywsnpx
1976,2020-09-18,Mandatory Quarantine for Travelers,Alaska,kkelwdcs
1977,2020-09-05,Mandatory Quarantine for Travelers,Texas,xgpefedsa
1978,2020-05-09,Restaurant Limits,Nevada,zcuezd
1979,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,jvfobuyi
1980,2020-08-13,Large Gatherings Ban,North Dakota,cgbis
1981,2020-07-10,Large Gatherings Ban,Rhode Island,usykgh
1982,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,cvbbem
1983,2020-06-25,Stay at Home Order,New Mexico,zoruamyn
1984,2020-10-01,Mandatory Quarantine for Travelers,Arizona,nvnfzzc
1985,2020-04-30,Status of Reopening,Alabama,bkfntg
1986,2020-04-08,Restaurant Limits,South Carolina,siyfvoohi
1987,2020-06-15,Non-Essential Business Closures,California,nvnfzzc
1988,2020-06-22,Mandatory Quarantine for Travelers,Montana,vmoga
1989,2020-07-20,Status of Reopening,Wyoming,spjmtvy
1990,2020-08-27,Restaurant Limits,Colorado,kdbxne
1991,2020-06-27,Non-Essential Business Closures,Arizona,pfluqftg
1992,2020-05-02,Stay at Home Order,South Dakota,wxnrabwfm
1993,2020-07-30,Mandatory Quarantine for Travelers,Delaware,oyego
1994,2020-09-28,Restaurant Limits,Ohio,wjncso
1995,2020-05-29,Stay at Home Order,Florida,mznus
1996,2020-07-12,Restaurant Limits,Pennsylvania,rafrwtuj
1997,2020-05-27,Non-Essential Business Closures,Georgia,mdpnrdqjc
1998,2020-04-30,Large Gatherings Ban,New York,vlyhre
1999,2020-07-14,Restaurant Limits,California,spjmtvy
2000,2020-08-07,Non-Essential Business Closures,Massachusetts,cniurxv
2001,2020-04-02,Restaurant Limits,Hawaii,slwhtlcpr
2002,2020-09-28,Non-Essential Business Closures,Nebraska,xeccg
2003,2020-06-20,Restaurant Limits,Montana,ozebi
2004,2020-07-30,Restaurant Limits,Illinois,ckafrdc
2005,2020-08-18,Restaurant Limits,Pennsylvania,pfwnr
2006,2020-05-04,Status of Reopening,Connecticut,wjncso
2007,2020-09-18,Stay at Home Order,New Mexico,mpdvpopa
2008,2020-06-20,Restaurant Limits,Hawaii,irgwtald
2009,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,aiutsjbl
2010,2020-06-06,Stay at Home Order,New Hampshire,aixbu
2011,2020-06-18,Status of Reopening,Florida,smnpcwj
2012,2020-07-25,Large Gatherings Ban,Idaho,zcuezd
2013,2020-05-17,Restaurant Limits,Rhode Island,vceaav
2014,2020-06-11,Large Gatherings Ban,California,ctpvrfwp
2015,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,hiujeh
2016,2020-09-05,Non-Essential Business Closures,Missouri,ybspuxb
2017,2020-09-14,Restaurant Limits,Iowa,rseua
2018,2020-04-07,Stay at Home Order,Nevada,uqtvzz
2019,2020-05-07,Restaurant Limits,Connecticut,qpzdgam
2020,2020-09-08,Large Gatherings Ban,Alaska,mboznhi
2021,2020-05-05,Non-Essential Business Closures,Virginia,gpozxuy
2022,2020-07-11,Non-Essential Business Closures,California,hgykucnca
2023,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,ctpxvrny
2024,2020-08-14,Status of Reopening,West Virginia,tbtbi
2025,2020-07-06,Stay at Home Order,Iowa,rloyg
2026,2020-09-18,Mandatory Quarantine for Travelers,Alaska,pkhhhq
2027,2020-09-05,Mandatory Quarantine for Travelers,Texas,opweoqiv
2028,2020-05-09,Restaurant Limits,Nevada,dqstu
2029,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,dzgvfzz
2030,2020-08-13,Large Gatherings Ban,North Dakota,goxyl
2031,2020-07-10,Large Gatherings Ban,Rhode Island,cqpqvld
2032,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,fbtbvgepe
2033,2020-06-25,Stay at Home Order,New Mexico,asowo
2034,2020-10-01,Mandatory Quarantine for Travelers,Arizona,zmzvxy
2035,2020-04-30,Status of Reopening,Alabama,cgbis
2036,2020-04-08,Restaurant Limits,South Carolina,mbfjwy
2037,2020-06-15,Non-Essential Business Closures,California,judabf
2038,2020-06-22,Mandatory Quarantine for Travelers,Montana,cpjfwrn
2039,2020-07-20,Status of Reopening,Wyoming,btylwxc
2040,2020-08-27,Restaurant Limits,Colorado,jultq
2041,2020-06-27,Non-Essential Business Closures,Arizona,uqtvzz
2042,2020-05-02,Stay at Home Order,South Dakota,piovcja
2043,2020-07-30,Mandatory Quarantine for Travelers,Delaware,epealfjru
2044,2020-09-28,Restaurant Limits,Ohio,btylwxc
2045,2020-05-29,Stay at Home Order,Florida,gpvvf
2046,2020-07-12,Restaurant Limits,Pennsylvania,mznus
2047,2020-05-27,Non-Essential Business Closures,Georgia,vceaav
2048,2020-04-30,Large Gatherings Ban,New York,ybzsnnaew
2049,2020-07-14,Restaurant Limits,California,ygfcxtab
2050,2020-08-07,Non-Essential Business Closures,Massachusetts,pqdyirohd
2051,2020-04-02,Restaurant Limits,Hawaii,aifaf
2052,2020-09-28,Non-Essential Business Closures,Nebraska,mgljp
2053,2020-06-20,Restaurant Limits,Montana,xgpefedsa
2054,2020-07-30,Restaurant Limits,Illinois,ybzsnnaew
2055,2020-08-18,Restaurant Limits,Pennsylvania,honlxqdt
2056,2020-05-04,Status of Reopening,Connecticut,tubqkldz
2057,2020-09-18,Stay at Home Order,New Mexico,kdbxne
2058,2020-06-20,Restaurant Limits,Hawaii,zmzvxy
2059,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,blpejr
2060,2020-06-06,Stay at Home Order,New Hampshire,tubqkldz
2061,2020-06-18,Status of Reopening,Florida,ortxwrs
2062,2020-07-25,Large Gatherings Ban,Idaho,ynhdxa
2063,2020-05-17,Restaurant Limits,Rhode Island,fbtbvgepe
2064,2020-06-11,Large Gatherings Ban,California,epqwkjzn
2065,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,pfwnr
2066,2020-09-05,Non-Essential Business Closures,Missouri,vlyhre
2067,2020-09-14,Restaurant Limits,Iowa,fbpenqttm
2068,2020-04-07,Stay at Home Order,Nevada,heyhbl
2069,2020-05-07,Restaurant Limits,Connecticut,epealfjru
2070,2020-09-08,Large Gatherings Ban,Alaska,vceaav
2071,2020-05-05,Non-Essential Business Closures,Virginia,cxwjqu
2072,2020-07-11,Non-Essential Business Closures,California,xeccg
2073,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,ybspuxb
2074,2020-08-14,Status of Reopening,West Virginia,gpvvf
2075,2020-07-06,Stay at Home Order,Iowa,ckafrdc
2076,2020-09-18,Mandatory Quarantine for Travelers,Alaska,piovcja
2077,2020-09-05,Mandatory Quarantine for Travelers,Texas,swjgvyqm
2078,2020-05-09,Restaurant Limits,Nevada,aiutsjbl
2079,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,agwbamz
2080,2020-08-13,Large Gatherings Ban,North Dakota,phfqr
2081,2020-07-10,Large Gatherings Ban,Rhode Island,mgljp
2082,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,moxvu
2083,2020-06-25,Stay at Home Order,New Mexico,mznus
2084,2020-10-01,Mandatory Quarantine for Travelers,Arizona,zoruamyn
2085,2020-04-30,Status of Reopening,Alabama,zoruamyn
2086,2020-04-08,Restaurant Limits,South Carolina,pqdyirohd
2087,2020-06-15,Non-Essential Business Closures,California,ctpvrfwp
2088,2020-06-22,Mandatory Quarantine for Travelers,Montana,ohdbk
2089,2020-07-20,Status of Reopening,Wyoming,nfncjz
2090,2020-08-27,Restaurant Limits,Colorado,cyzmonh
2091,2020-06-27,Non-Essential Business Closures,Arizona,rloyg
2092,2020-05-02,Stay at Home Order,South Dakota,zmzvxy
2093,2020-07-30,Mandatory Quarantine for Travelers,Delaware,cfjolp
2094,2020-09-28,Restaurant Limits,Ohio,phscvqlgd
2095,2020-05-29,Stay at Home Order,Florida,cqpqvld
2096,2020-07-12,Restaurant Limits,Pennsylvania,cxwjqu
2097,2020-05-27,Non-Essential Business Closures,Georgia,cniurxv
2098,2020-04-30,Large Gatherings Ban,New York,aiutsjbl
2099,2020-07-14,Restaurant Limits,California,adthvndl
2100,2020-08-07,Non-Essential Business Closures,Massachusetts,ktqqr
2101,2020-04-02,Restaurant Limits,Hawaii,mdpnrdqjc
2102,2020-09-28,Non-Essential Business Closures,Nebraska,qeydiiqtb
2103,2020-06-20,Restaurant Limits,Montana,kktggkh
2104,2020-07-30,Restaurant Limits,Illinois,ebolnx
2105,2020-08-18,Restaurant Limits,Pennsylvania,iojjr
2106,2020-05-04,Status of Reopening,Connecticut,cfjolp
2107,2020-09-18,Stay at Home Order,New Mexico,mpdvpopa
2108,2020-06-20,Restaurant Limits,Hawaii,tzfnlz
2109,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,dzntp
2110,2020-06-06,Stay at Home Order,New Hampshire,thaknfgjo
2111,2020-06-18,Status of Reopening,Florida,lmdlbej
2112,2020-07-25,Large Gatherings Ban,Idaho,iojjr
2113,2020-05-17,Restaurant Limits,Rhode Island,ftmjep
2114,2020-06-11,Large Gatherings Ban,California,twhtpy
2115,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,smnpcwj
2116,2020-09-05,Non-Essential Business Closures,Missouri,jnqij
2117,2020-09-14,Restaurant Limits,Iowa,ctdfmi
2118,2020-04-07,Stay at Home Order,Nevada,wbcehugc
2119,2020-05-07,Restaurant Limits,Connecticut,hseya
2120,2020-09-08,Large Gatherings Ban,Alaska,nxzijgbp
2121,2020-05-05,Non-Essential Business Closures,Virginia,waitmklgf
2122,2020-07-11,Non-Essential Business Closures,California,rmouvpcqh
2123,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,cvbbem
2124,2020-08-14,Status of Reopening,West Virginia,wovwkrwhr
2125,2020-07-06,Stay at Home Order,Iowa,slwhtlcpr
2126,2020-09-18,Mandatory Quarantine for Travelers,Alaska,swjgvyqm
2127,2020-09-05,Mandatory Quarantine for Travelers,Texas,ctpvrfwp
2128,2020-05-09,Restaurant Limits,Nevada,fxgkdjmev
2129,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,adthvndl
2130,2020-08-13,Large Gatherings Ban,North Dakota,jbnxa
2131,2020-07-10,Large Gatherings Ban,Rhode Island,isazd
2132,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,oyego
2133,2020-06-25,Stay at Home Order,New Mexico,dikmn
2134,2020-10-01,Mandatory Quarantine for Travelers,Arizona,bkfntg
2135,2020-04-30,Status of Reopening,Alabama,qqipl
2136,2020-04-08,Restaurant Limits,South Carolina,tbtbi
2137,2020-06-15,Non-Essential Business Closures,California,ihoyarv
2138,2020-06-22,Mandatory Quarantine for Travelers,Montana,cpjfwrn
2139,2020-07-20,Status of Reopening,Wyoming,moxvu
2140,2020-08-27,Restaurant Limits,Colorado,xrpkexzc
2141,2020-06-27,Non-Essential Business Closures,Arizona,hzqtjx
2142,2020-05-02,Stay at Home Order,South Dakota,dqstu
2143,2020-07-30,Mandatory Quarantine for Travelers,Delaware,uiyzjt
2144,2020-09-28,Restaurant Limits,Ohio,dzntp
2145,2020-05-29,Stay at Home Order,Florida,epqwkjzn
2146,2020-07-12,Restaurant Limits,Pennsylvania,epealfjru
