facility_id,facility_name,zipcode,ownership,emergency_service,overall_rating,city_name,state_name
361334,ADENA PIKE MEDICAL CENTER,45690,Voluntary non-profit - Private,Yes,4,Waverly,Ohio
330003,ALBANY MEMORIAL HOSPITAL,12204,Voluntary non-profit - Private,Yes,2,Albany,NewYork
390117,UPMC BEDFORD MEMORIAL,15537,Voluntary non-profit - Private,Yes,3,Everett,Pennsylvania
50701,SOUTHWEST HEALTHCARE SYSTEM,92562,Proprietary,Yes,2,Murrieta,California
363300,CINCINNATI CHILDREN'S HOSPITAL MEDICAL CENTER,45229,Voluntary non-profit - Private,Yes,Not Available,Cincinnati,Ohio
490092,SOUTHAMPTON MEMORIAL HOSPITAL,23851,Proprietary,Yes,2,Franklin,Virginia
340087,THE MCDOWELL HOSPITAL,28752,Voluntary non-profit - Private,Yes,4,Marion,NorthCarolina
30064,BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,85724,Voluntary non-profit - Private,Yes,3,Tucson,Arizona
490059,BON SECOURS ST MARYS HOSPITAL,23226,Voluntary non-profit - Church,Yes,3,Richmond,Virginia
261313,MACON COUNTY SAMARITAN MEMORIAL HOSPITAL,63552,Government - Local,Yes,Not Available,Macon,Missouri
670090,CRESCENT MEDICAL CENTER LANCASTER,75146,Physician,Yes,Not Available,Lancaster,Texas
170110,BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL,67880,Proprietary,Yes,3,Ulysses,Kansas
180024,SPRING VIEW HOSPITAL,40033,Proprietary,Yes,4,Lebanon,Kentucky
430097,SANFORD MEDICAL CENTER ABERDEEN,57402,Voluntary non-profit - Private,Yes,3,Aberdeen,SouthDakota
450656,NACOGDOCHES MEDICAL CENTER,75961,Physician,Yes,4,Nacogdoches,Texas
210058,UMD REHABILITATION &  ORTHOPAEDIC INSTITUTE,21207,Voluntary non-profit - Private,No,Not Available,Baltimore,Maryland
111330,POLK MEDICAL CENTER,30125,Voluntary non-profit - Private,Yes,Not Available,Cedartown,Georgia
230092,HENRY FORD ALLEGIANCE HEALTH,49201,Voluntary non-profit - Other,Yes,3,Jackson,Michigan
350011,SANFORD MEDICAL CENTER FARGO,58122,Voluntary non-profit - Private,Yes,2,Fargo,NorthDakota
240069,OWATONNA HOSPITAL,55060,Voluntary non-profit - Other,Yes,4,Owatonna,Minnesota
340021,ATRIUM HEALTH CLEVELAND,28150,Government - Hospital District or Authority,Yes,3,Shelby,NorthCarolina
283301,CHILDREN'S HOSPITAL & MEDICAL CENTER,68114,Voluntary non-profit - Private,Yes,Not Available,Omaha,Nebraska
140043,CGH MEDICAL CENTER,61081,Government - Local,Yes,3,Sterling,Illinois
204004,DOROTHEA DIX PSYCHIATRIC CENTER,4401,Government - Local,No,Not Available,Bangor,Maine
670010,MAYHILL HOSPITAL,76208,Proprietary,No,Not Available,Denton,Texas
451333,MARTIN COUNTY HOSPITAL DISTRICT,79782,Government - Hospital District or Authority,Yes,Not Available,Stanton,Texas
520207,AURORA MEDICAL CENTER - GRAFTON,53024,Voluntary non-profit - Private,Yes,5,Grafton,Wisconsin
180036,OUR LADY OF BELLEFONTE HOSPITAL,41101,Voluntary non-profit - Private,Yes,3,Ashland,Kentucky
260175,GOLDEN VALLEY MEMORIAL HOSPITAL,64735,Government - Hospital District or Authority,Yes,3,Clinton,Missouri
131307,WEISER MEMORIAL HOSPITAL,83672,Government - Hospital District or Authority,Yes,4,Weiser,Idaho
440032,HAWKINS COUNTY MEMORIAL HOSPITAL,37857,Voluntary non-profit - Private,Yes,4,Rogersville,Tennessee
371320,CLEVELAND AREA HOSPITAL,74020,Government - Local,Yes,Not Available,Cleveland,Oklahoma
450184,MEMORIAL HERMANN HOSPITAL SYSTEM,77008,Voluntary non-profit - Private,Yes,2,Houston,Texas
80009,"BAYHEALTH HOSPITAL, SUSSEX CAMPUS",19963,Voluntary non-profit - Private,Yes,2,Milford,Delaware
140161,SAINT JAMES HOSPITAL,61764,Voluntary non-profit - Church,No,4,Pontiac,Illinois
370016,INTEGRIS BASS BAPTIST HEALTH CENTER,73701,Voluntary non-profit - Private,Yes,4,Enid,Oklahoma
451346,YOAKUM COMMUNITY HOSPITAL,77995,Voluntary non-profit - Private,Yes,3,Yoakum,Texas
241306,OLIVIA HOSPITAL & CLINIC,56277,Government - Local,Yes,Not Available,Olivia,Minnesota
521316,GUNDERSEN TRI-COUNTY HOSPITAL & CLINICS,54773,Voluntary non-profit - Private,Yes,Not Available,Whitehall,Wisconsin
251308,PONTOTOC HEALTH SERVICE INC CAH,38863,Voluntary non-profit - Private,Yes,4,Pontotoc,Mississippi
210033,CARROLL HOSPITAL CENTER,21157,Voluntary non-profit - Private,Yes,2,Westminster,Maryland
140007,PRESENCE SAINT JOSEPH MEDICAL CENTER,60435,Voluntary non-profit - Church,Yes,3,Joliet,Illinois
181304,TRIGG COUNTY HOSPITAL,42211,Voluntary non-profit - Private,Yes,Not Available,Cadiz,Kentucky
190088,SPRINGHILL MEDICAL CENTER,71075,Voluntary non-profit - Private,Yes,4,SpringHill,Louisiana
380022,SAMARITAN ALBANY GENERAL HOSPITAL,97321,Voluntary non-profit - Church,Yes,5,Albany,Oregon
240104,ST FRANCIS REGIONAL MEDICAL CENTER,55379,Voluntary non-profit - Church,Yes,3,Shakopee,Minnesota
170200,"VIA CHRISTI HOSPITAL WICHITA ST TERESA, INC",67235,Voluntary non-profit - Church,Yes,3,Wichita,Kansas
521314,MAYO CLINIC HEALTH SYSTEM CHIPPEWA VALLEY,54724,Voluntary non-profit - Private,Yes,4,Bloomer,Wisconsin
440060,MILAN GENERAL HOSPITAL,38358,Government - Local,Yes,3,Milan,Tennessee
61317,GRAND RIVER HOSPITAL DISTRICT,81650,Government - Hospital District or Authority,Yes,4,Rifle,Colorado
501325,FORKS COMMUNITY HOSPITAL,98331,Government - Hospital District or Authority,Yes,3,Forks,Washington
360137,UNIVERSITY HOSPITALS OF CLEVELAND,44106,Voluntary non-profit - Private,Yes,3,Cleveland,Ohio
161311,HAWARDEN REGIONAL HEALTHCARE,51023,Government - Local,Yes,Not Available,Hawarden,Iowa
250048,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,39216,Voluntary non-profit - Church,Yes,1,Jackson,Mississippi
281334,BOONE COUNTY HEALTH CENTER,68620,Government - Local,Yes,5,Albion,Nebraska
110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL,31792,Voluntary non-profit - Private,Yes,4,Thomasville,Georgia
50082,ST JOHNS REGIONAL MEDICAL CENTER,93030,Voluntary non-profit - Private,Yes,4,Oxnard,California
450155,HEREFORD REGIONAL MEDICAL CENTER,79045,Government - Hospital District or Authority,Yes,2,Hereford,Texas
360174,UPPER VALLEY MEDICAL CENTER,45373,Voluntary non-profit - Private,Yes,3,Troy,Ohio
140217,PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,60123,Voluntary non-profit - Church,Yes,3,Elgin,Illinois
30085,NORTHWEST MEDICAL CENTER,85741,Proprietary,Yes,2,Tucson,Arizona
500152,SWEDISH ISSAQUAH,98029,Voluntary non-profit - Private,Yes,5,Issaquah,Washington
150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,47546,Voluntary non-profit - Private,Yes,5,Jasper,Indiana
100187,PALMETTO GENERAL HOSPITAL,33016,Proprietary,Yes,3,Hialeah,Florida
390036,HERITAGE VALLEY BEAVER,15009,Voluntary non-profit - Private,Yes,4,Beaver,Pennsylvania
230264,SOUTHEAST MICHIGAN SURGICAL HOSPITAL LLC,48091,Voluntary non-profit - Private,No,Not Available,Warren,Michigan
454138,GARLAND BEHAVIORAL HOSPITAL,75042,Proprietary,No,Not Available,Garland,Texas
150009,CLARK MEMORIAL HOSPITAL,47130,Voluntary non-profit - Other,Yes,2,Jeffersonville,Indiana
250038,MERIT HEALTH MADISON,39046,Proprietary,Yes,3,Canton,Mississippi
500019,PROVIDENCE CENTRALIA HOSPITAL,98531,Voluntary non-profit - Other,Yes,4,Centralia,Washington
340098,CAROLINAS MEDICAL CENTER-PINEVILLE,28210,Government - Hospital District or Authority,Yes,3,Charlotte,NorthCarolina
30122,BANNER GATEWAY MEDICAL CENTER,85234,Voluntary non-profit - Other,Yes,3,Gilbert,Arizona
110107,"MEDICAL CENTER, NAVICENT HEALTH (THE)",31201,Government - Hospital District or Authority,Yes,1,Macon,Georgia
50226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,92801,Voluntary non-profit - Private,Yes,3,Anaheim,California
100122,NORTH OKALOOSA MEDICAL CENTER,32539,Voluntary non-profit - Private,Yes,3,Crestview,Florida
31302,"NORTHERN COCHISE COMMUNITY HOSPITAL, INC.",85643,Government - Hospital District or Authority,Yes,2,Willcox,Arizona
460052,TIMPANOGOS REGIONAL HOSPITAL,84057,Proprietary,Yes,4,Orem,Utah
171374,FREDONIA REGIONAL HOSPITAL,66736,Government - Local,Yes,3,Fredonia,Kansas
380051,SALEM HOSPITAL,97301,Voluntary non-profit - Other,Yes,3,Salem,Oregon
220035,NORTH SHORE MEDICAL CENTER -,1970,Voluntary non-profit - Private,Yes,3,Salem,Massachusetts
440231,TRUSTPOINT HOSPITAL,37129,Proprietary,No,Not Available,Murfreesboro,Tennessee
330231,QUEENS HOSPITAL CENTER,11432,Government - Local,Yes,1,Jamaica,NewYork
340049,NORTH CAROLINA SPECIALTY HOSPITAL,27704,Proprietary,No,Not Available,Durham,NorthCarolina
530015,ST JOHNS MEDICAL CENTER,83001,Government - Hospital District or Authority,Yes,4,Jackson,Wyoming
101305,GEORGE E WEEMS MEMORIAL HOSPITAL,32320,Government - Local,Yes,Not Available,Apalachicola,Florida
360090,ST LUKE'S HOSPITAL,43537,Voluntary non-profit - Other,Yes,3,Maumee,Ohio
291314,SOUTH LYON MEDICAL CENTER,89447,Government - Hospital District or Authority,Yes,Not Available,Yerington,Nevada
361320,HOLZER MEDICAL CENTER JACKSON,45640,Voluntary non-profit - Private,Yes,3,Jackson,Ohio
371303,ROGER MILLS MEMORIAL HOSPITAL,73628,Government - Hospital District or Authority,Yes,Not Available,Cheyenne,Oklahoma
240030,ALOMERE HEALTH,56308,Government - Local,Yes,4,Alexandria,Minnesota
390236,GUTHRIE TOWANDA MEMORIAL HOSPITAL,18848,Voluntary non-profit - Private,Yes,4,Towanda,Pennsylvania
180143,SAINT JOSEPH EAST,40509,Voluntary non-profit - Private,Yes,4,Lexington,Kentucky
241323,MADELIA COMMUNITY HOSPITAL,56062,Voluntary non-profit - Other,Yes,Not Available,Madelia,Minnesota
110201,COLISEUM NORTHSIDE HOSPITAL,31210,Proprietary,Yes,4,Macon,Georgia
261337,MISSOURI BAPTIST SULLIVAN HOSPITAL,63080,Voluntary non-profit - Private,Yes,4,Sullivan,Missouri
171319,HOLTON COMMUNITY HOSPITAL,66436,Voluntary non-profit - Private,Yes,3,Holton,Kansas
360016,THE JEWISH HOSPITAL-MERCY HEALTH,45236,Voluntary non-profit - Private,No,4,Cincinnati,Ohio
10087,USA HEALTH UNIVERSITY HOSPITAL,36617,Government - State,Yes,3,Mobile,Alabama
300012,ELLIOT HOSPITAL,3103,Voluntary non-profit - Private,Yes,3,Manchester,NewHampshire
450484,WOODLAND HEIGHTS MEDICAL CENTER,75904,Proprietary,Yes,4,Lufkin,Texas
220071,MASSACHUSETTS GENERAL HOSPITAL,2114,Voluntary non-profit - Private,Yes,5,Boston,Massachusetts
141309,ADVOCATE EUREKA  HOSPITAL,61530,Voluntary non-profit - Private,Yes,3,Eureka,Illinois
154024,VALLE VISTA HEALTH SYSTEM,46143,Proprietary,No,Not Available,Greenwood,Indiana
520096,WHEATON FRANCISCAN HEALTHCARE ALL SAINTS,53405,Voluntary non-profit - Church,Yes,1,Racine,Wisconsin
444019,UNITY PSYCHIATRIC CARE-CLARKSVILLE,37040,Proprietary,No,Not Available,Clarksville,Tennessee
70012,ROCKVILLE GENERAL HOSPITAL,6066,Proprietary,Yes,2,Rockville,Connecticut
144026,HARTGROVE HOSPITAL,60644,Proprietary,Yes,Not Available,Chicago,Illinois
440008,HENDERSON COUNTY COMMUNITY HOSPITAL,38351,Proprietary,Yes,3,Lexington,Tennessee
60076,STERLING REGIONAL MEDCENTER,80751,Voluntary non-profit - Private,Yes,3,Sterling,Colorado
100023,CITRUS MEMORIAL HOSPITAL,34452,Government - Hospital District or Authority,Yes,2,Inverness,Florida
360039,GENESIS HOSPITAL,43701,Voluntary non-profit - Private,Yes,4,Zanesville,Ohio
50245,ARROWHEAD REGIONAL MEDICAL CENTER,92324,Government - Local,Yes,2,Colton,California
10046,RIVERVIEW REGIONAL MEDICAL CENTER,35901,Proprietary,Yes,4,Gadsden,Alabama
521348,VERNON MEMORIAL HOSPITAL,54665,Voluntary non-profit - Private,Yes,4,Viroqua,Wisconsin
451376,LAVACA MEDICAL CENTER,77964,Government - Hospital District or Authority,Yes,5,Hallettsville,Texas
100277,DOUGLAS GARDENS HOSPITAL,33137,Voluntary non-profit - Private,No,Not Available,Miami,Florida
100092,STEWARD ROCKLEDGE HOSPITAL,32955,Proprietary,Yes,2,Rockledge,Florida
451310,BALLINGER MEMORIAL HOSPITAL,76821,Government - Hospital District or Authority,Yes,Not Available,Ballinger,Texas
371316,STROUD REGIONAL MEDICAL CENTER,74079,Voluntary non-profit - Private,Yes,Not Available,Stroud,Oklahoma
110010,EMORY UNIVERSITY HOSPITAL,30322,Voluntary non-profit - Private,Yes,3,Atlanta,Georgia
41331,OZARKS COMMUNITY HOSPITAL OF GRAVETTE,72736,Proprietary,Yes,Not Available,Gravette,Arkansas
160069,MERCYONE DUBUQUE MEDICAL CENTER,52001,Voluntary non-profit - Church,Yes,5,Dubuque,Iowa
334021,MOHAWK VALLEY PSYCHIATRIC CENTER,13502,Government - Local,Yes,Not Available,Utica,NewYork
190183,LEONARD J CHABERT MEDICAL CENTER,70363,Voluntary non-profit - Other,Yes,3,Houma,Louisiana
181322,CALDWELL MEDICAL CENTER,42445,Government - Hospital District or Authority,Yes,Not Available,Princeton,Kentucky
390130,CONEMAUGH MINERS MEDICAL CENTER,16646,Proprietary,Yes,2,Hastings,Pennsylvania
461305,MILFORD MEMORIAL HOSPITAL,84751,Government - Hospital District or Authority,No,Not Available,Milford,Utah
370166,WAGONER COMMUNITY HOSPITAL,74467,Government - Hospital District or Authority,Yes,3,Wagoner,Oklahoma
181306,METHODIST HOSPITAL UNION COUNTY,42437,Voluntary non-profit - Church,Yes,4,Morganfield,Kentucky
510077,WILLIAMSON MEMORIAL HOSPITAL,25661,Voluntary non-profit - Private,Yes,3,Williamson,WestVirginia
281319,JEFFERSON COMMUNITY HEALTH & LIFE,68352,Voluntary non-profit - Private,Yes,4,Fairbury,Nebraska
491304,CARILION STONEWALL JACKSON HOSPITAL,24450,Voluntary non-profit - Private,Yes,4,Lexington,Virginia
140233,OSF SAINT ANTHONY MEDICAL CENTER,61108,Voluntary non-profit - Church,Yes,2,Rockford,Illinois
141304,"GENESIS MEDICAL CENTER, ALEDO",61231,Voluntary non-profit - Private,Yes,4,Aledo,Illinois
331302,ELIZABETHTOWN COMMUNITY HOSPITAL,12932,Voluntary non-profit - Private,Yes,Not Available,Elizabethtown,NewYork
351314,JACOBSON MEMORIAL HOSPITAL CARE CENTER,58533,Voluntary non-profit - Private,Yes,Not Available,Elgin,NorthDakota
670115,CLEVELAND EMERGENCY HOSPITAL,77327,Proprietary,Yes,Not Available,Cleveland,Texas
50002,ST ROSE HOSPITAL,94545,Voluntary non-profit - Church,Yes,2,Hayward,California
390041,UNIONTOWN HOSPITAL,15401,Voluntary non-profit - Other,Yes,2,Uniontown,Pennsylvania
391308,LECOM HEALTH CORRY MEMORIAL HOSPITAL,16407,Government - Hospital District or Authority,Yes,3,Corry,Pennsylvania
420005,MCLEOD MEDICAL CENTER - DILLON,29536,Voluntary non-profit - Private,Yes,4,Dillon,SouthCarolina
170039,SUMNER COMMUNITY HOSPITAL,67152,Government - Local,Yes,Not Available,Wellington,Kansas
50043,ALTA BATES SUMMIT MEDICAL CENTER,94609,Voluntary non-profit - Private,Yes,5,Oakland,California
374016,"ROLLING HILLS HOSPITAL, LLC",74820,Proprietary,No,Not Available,Ada,Oklahoma
450891,TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY,75093,Proprietary,Yes,Not Available,Plano,Texas
231330,MARLETTE REGIONAL HOSPITAL,48453,Voluntary non-profit - Private,Yes,4,Marlette,Michigan
454136,OCEANS BEHAVIORAL HOSPITAL OF KATY,77450,Proprietary,No,Not Available,Katy,Texas
500064,HARBORVIEW MEDICAL CENTER,98104,Government - Local,Yes,2,Seattle,Washington
271331,MINERAL COMMUNITY HOSPITAL,59872,Voluntary non-profit - Private,Yes,Not Available,Superior,Montana
190020,LANE REGIONAL MEDICAL CENTER,70791,Government - Hospital District or Authority,Yes,3,Zachary,Louisiana
451361,SABINE COUNTY HOSPITAL,75948,Proprietary,Yes,Not Available,Hemphill,Texas
440152,REGIONAL ONE HEALTH,38103,Government - Hospital District or Authority,Yes,2,Memphis,Tennessee
271325,ST LUKE COMMUNITY HOSPITAL,59864,Voluntary non-profit - Private,Yes,3,Ronan,Montana
420049,CONWAY MEDICAL CENTER,29526,Voluntary non-profit - Private,Yes,3,Conway,SouthCarolina
50298,BARSTOW COMMUNITY HOSPITAL,92311,Proprietary,Yes,2,Barstow,California
171341,HIAWATHA COMMUNITY HOSPITAL,66434,Voluntary non-profit - Private,Yes,4,Hiawatha,Kansas
10078,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,36207,Government - Local,Yes,2,Anniston,Alabama
140013,PROCTOR HOSPITAL,61614,Voluntary non-profit - Private,Yes,4,Peoria,Illinois
161374,MYRTUE MEDICAL CENTER,51537,Government - Local,Yes,3,Harlan,Iowa
500031,GRAYS HARBOR COMMUNITY HOSPITAL,98520,Voluntary non-profit - Private,Yes,2,Aberdeen,Washington
241365,SWIFT COUNTY BENSON HOSPITAL,56215,Government - Hospital District or Authority,Yes,Not Available,Benson,Minnesota
231337,OSF ST FRANCIS HOSPITAL AND MEDICAL GROUP,49829,Voluntary non-profit - Church,Yes,4,Escanaba,Michigan
160117,FINLEY HOSPITAL,52001,Voluntary non-profit - Private,Yes,4,Dubuque,Iowa
360262,MERCY ST ANNE HOSPITAL,43623,Voluntary non-profit - Church,Yes,5,Toledo,Ohio
10049,MEDICAL CENTER ENTERPRISE,36330,Proprietary,Yes,4,Enterprise,Alabama
131328,BONNER GENERAL HOSPITAL,83864,Voluntary non-profit - Private,Yes,4,Sandpoint,Idaho
460013,MOUNTAIN VIEW HOSPITAL,84651,Proprietary,Yes,3,Payson,Utah
281301,FILLMORE COUNTY HOSPITAL,68361,Government - Local,Yes,4,Geneva,Nebraska
450587,BROWNWOOD REGIONAL MEDICAL CENTER,76801,Proprietary,Yes,2,Brownwood,Texas
504002,BHC FAIRFAX HOSPITAL,98034,Proprietary,No,Not Available,Kirkland,Washington
180067,UNIVERSITY OF KENTUCKY HOSPITAL,40536,Government - State,Yes,1,Lexington,Kentucky
54087,"SIERRA VISTA HOSPITAL, INC",95823,Proprietary,No,Not Available,Sacramento,California
40152,NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL,72703,Proprietary,Yes,Not Available,Fayetteville,Arkansas
380009,OHSU HOSPITAL AND CLINICS,97239,Voluntary non-profit - Other,Yes,5,Portland,Oregon
390028,UPMC MERCY,15219,Voluntary non-profit - Private,Yes,3,Pittsburgh,Pennsylvania
451332,PALACIOS COMMUNITY MEDICAL CENTER,77465,Voluntary non-profit - Private,Yes,Not Available,Palacios,Texas
254007,BRENTWOOD BEHAVIORAL HEALTHCARE OF MS,39232,Proprietary,Yes,Not Available,Flowood,Mississippi
50179,EMANUEL MEDICAL CENTER,95382,Proprietary,Yes,1,Turlock,California
10102,J PAUL JONES HOSPITAL,36726,Voluntary non-profit - Other,Yes,Not Available,Camden,Alabama
110028,UNIVERSITY HOSPITAL,30901,Government - Hospital District or Authority,Yes,4,Augusta,Georgia
330175,GUTHRIE CORTLAND REGIONAL MEDICAL CENTER,13045,Voluntary non-profit - Private,Yes,3,Cortland,NewYork
450677,TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH,76028,Voluntary non-profit - Church,Yes,4,Burleson,Texas
344030,STRATEGIC BEHAVIORAL CENTER-LELAND,28451,Proprietary,No,Not Available,Leland,NorthCarolina
330331,PLAINVIEW HOSPITAL,11803,Voluntary non-profit - Private,Yes,3,Plainview,NewYork
450176,MISSION REGIONAL MEDICAL CENTER,78572,Voluntary non-profit - Private,Yes,3,Mission,Texas
330203,CROUSE HOSPITAL,13210,Voluntary non-profit - Private,Yes,1,Syracuse,NewYork
10029,EAST ALABAMA MEDICAL CENTER AND SNF,36801,Government - Hospital District or Authority,Yes,4,Opelika,Alabama
390195,MAIN LINE HOSPITAL LANKENAU,19096,Voluntary non-profit - Private,Yes,4,Wynnewood,Pennsylvania
250102,MISSISSIPPI BAPTIST MEDICAL CENTER,39202,Voluntary non-profit - Private,Yes,4,Jackson,Mississippi
281350,JOHNSON COUNTY HOSPITAL,68450,Government - Local,Yes,Not Available,Tecumseh,Nebraska
450647,MEDICAL CITY DALLAS HOSPITAL,75230,Proprietary,Yes,5,Dallas,Texas
390113,MEADVILLE MEDICAL CENTER,16335,Voluntary non-profit - Private,Yes,3,Meadville,Pennsylvania
310028,NEWTON MEDICAL CENTER,7860,Voluntary non-profit - Private,Yes,4,Newton,NewJersey
454118,LONE STAR BEHAVIORAL HEALTH CYPRESS,77429,Proprietary,No,Not Available,Cypress,Texas
490050,VIRGINIA HOSPITAL CENTER,22205,Voluntary non-profit - Private,Yes,5,Arlington,Virginia
171330,HOSPITAL DISTRICT #1 OF RICE COUNTY,67554,Government - Hospital District or Authority,Yes,Not Available,Lyons,Kansas
141349,SPARTA COMMUNITY HOSPITAL,62286,Government - Hospital District or Authority,Yes,3,Sparta,Illinois
361330,HOCKING VALLEY COMMUNITY HOSPITAL,43138,Voluntary non-profit - Other,Yes,3,Logan,Ohio
261308,WASHINGTON COUNTY MEMORIAL HOSPITAL,63664,Government - Local,Yes,2,Potosi,Missouri
271320,CABINET PEAKS MEDICAL CENTER,59923,Voluntary non-profit - Private,Yes,3,Libby,Montana
450774,TOPS SURGICAL SPECIALTY HOSPITAL,77090,Physician,Yes,Not Available,Houston,Texas
190079,ST CHARLES PARISH HOSPITAL,70070,Government - Hospital District or Authority,Yes,4,Luling,Louisiana
450119,SOUTH TEXAS HEALTH SYSTEM,78539,Proprietary,Yes,4,Edinburg,Texas
330403,MONROE COMMUNITY HOSPITAL,14620,Voluntary non-profit - Other,No,Not Available,Rochester,NewYork
31301,BENSON HOSPITAL,85602,Voluntary non-profit - Private,Yes,Not Available,Benson,Arizona
170199,MINIMALLY INVASIVE SURGERY HOSPITAL,66219,Proprietary,No,Not Available,Lenexa,Kansas
500051,OVERLAKE HOSPITAL MEDICAL CENTER,98004,Voluntary non-profit - Other,Yes,4,Bellevue,Washington
140093,OSF SACRED HEART MEDICAL CENTER,61832,Voluntary non-profit - Church,Yes,2,Danville,Illinois
260022,NORTHEAST REGIONAL MEDICAL CENTER,63501,Proprietary,Yes,4,Kirksville,Missouri
60117,"ANIMAS SURGICAL HOSPITAL, LLC",81301,Physician,Yes,Not Available,Durango,Colorado
420036,MUSC HEALTH LANCASTER MEDICAL CENTER,29720,Proprietary,Yes,2,Lancaster,SouthCarolina
230165,ASCENSION ST JOHN HOSPITAL,48236,Voluntary non-profit - Church,Yes,2,Detroit,Michigan
451391,FRIO REGIONAL HOSPITAL,78061,Voluntary non-profit - Private,Yes,Not Available,Pearsall,Texas
370008,NORMAN REGIONAL,73070,Government - Hospital District or Authority,Yes,3,Norman,Oklahoma
450097,HCA HOUSTON HEALTHCARE SOUTHEAST,77504,Proprietary,Yes,3,Pasadena,Texas
340028,CAPE FEAR VALLEY MEDICAL CENTER,28302,Voluntary non-profit - Private,Yes,3,Fayetteville,NorthCarolina
261329,COX MONETT HOSPITAL,65708,Voluntary non-profit - Private,Yes,4,Monett,Missouri
50135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,90028,Proprietary,Yes,2,Hollywood,California
360008,SOUTHERN OHIO MEDICAL CENTER,45662,Voluntary non-profit - Other,No,3,Portsmouth,Ohio
